User_ID,User_Location,User_Locale,User_Contributions,Travel_Date,Published_Date,Rating,Helpful_Votes,number_of_times_abroad,Age,Travel Style,Duration of Stay (Days),Monthly Income (USD),Preferred Activities 1,Preferred Activities 2,Preferred Activities 3,Preferred Travel Season,Preferred Mode of Transportation,Tech Savvy,Accommodation Type,Category
User 5388,"Sydney, Australia",en_AU,51,17-Feb,2017-02-01T19:27:57-05:00,5,0,10,28.0,group,0m2w2d,2425.0,Whale and Dolphin Watching,Camping,Water Sports,Fall,AC-Bus,Medium,Hostel,Adventure & Active
User 5392,"Bukit Mertajam, Malaysia",en_UK,17,17-Aug,2017-09-04T23:44:17-04:00,5,0,7,19.0,couples,0m1w3d,2221.0,Whale and Dolphin Watching,Hiking and Trekking,Camping,Fall,PickMe,Medium,Guesthouse,Adventure & Active
User 5402,"Ajax, Canada",en_CA,18,15-Sep,2015-10-19T06:25:43-04:00,4,0,1,18.0,couples,0m1w5d,2409.0,Camping,Wildlife Safaris,Hiking and Trekking,Winter,Bike,Medium,Camping,Adventure & Active
User 5418,"Haarlem, The Netherlands",nl,27,18-Sep,2018-09-18T04:57:37-04:00,5,0,0,26.0,group,0m2w1d,2217.0,Hiking and Trekking,Camping,Whale and Dolphin Watching,Fall,Train,Medium,Hostel,Adventure & Active
User 5421,SL,en_US,54,14-Oct,2014-10-13T10:21:44-04:00,4,0,5,22.0,group,0m2w3d,2381.0,Wildlife Safaris,Camping,Water Sports,Fall,Public-Bus,Medium,Hostel,Adventure & Active
User 5424,"Singapore, null, Singapore",en_SG,89,14-Aug,2014-08-24T06:36:24-04:00,4,1,10,30.0,group,0m2w0d,1706.0,Whale and Dolphin Watching,Water Sports,Hiking and Trekking,Fall,Train,Medium,Hostel,Adventure & Active
User 5426,"Greater London, United Kingdom",en_US,64,14-Aug,2014-08-18T00:36:57-04:00,4,0,8,28.0,group,0m1w4d,2179.0,Wildlife Safaris,Hiking and Trekking,Whale and Dolphin Watching,Fall,AC-Bus,Medium,Guesthouse,Adventure & Active
User 5437,"Sukhothai, Thailand",en_US,32,19-Jul,2019-08-06T05:03:47-04:00,5,4,1,25.0,group,0m1w4d,1682.0,Camping,Water Sports,Wildlife Safaris,Fall,Train,Medium,Guesthouse,Adventure & Active
User 5445,"Montreal, Canada",en_US,8,19-Feb,2019-02-23T23:20:41-05:00,5,2,10,19.0,solo,0m1w0d,1726.0,Whale and Dolphin Watching,Wildlife Safaris,Hiking and Trekking,Fall,Bike,Medium,Camping,Adventure & Active
User 5448,"Southampton, United Kingdom",en_UK,108,19-Jan,2019-02-04T04:19:09-05:00,5,1,9,27.0,group,0m1w6d,1810.0,Water Sports,Hiking and Trekking,Wildlife Safaris,Fall,Train,Medium,Guesthouse,Adventure & Active
User 5452,"Northampton, United Kingdom",en_AU,6,19-Apr,2019-04-16T18:40:50-04:00,5,0,15,26.0,group,0m1w5d,2401.0,Camping,Hiking and Trekking,Wildlife Safaris,Fall,AC-Bus,Medium,Guesthouse,Adventure & Active
User 5454,"Luton, United Kingdom",en_UK,19,19-Mar,2019-03-28T13:41:16-04:00,5,2,9,18.0,group,0m2w3d,2297.0,Water Sports,Camping,Whale and Dolphin Watching,Summer,Car,Medium,Guesthouse,Adventure & Active
User 5459,NY,en_UK,15,21-Dec,2022-01-09T11:00:42-05:00,1,0,3,28.0,group,0m2w3d,2357.0,Camping,Water Sports,Wildlife Safaris,Summer,AC-Bus,Medium,Guesthouse,Adventure & Active
User 5460,"Zurich, Switzerland",en_UK,2,21-Dec,2021-12-23T18:12:36-05:00,2,2,5,22.0,solo,0m1w1d,1698.0,Camping,Whale and Dolphin Watching,Wildlife Safaris,Fall,Train,Medium,Hostel,Adventure & Active
User 5464,"Bucharest, Romania",en_US,72,18-Apr,2018-06-18T19:59:54-04:00,5,1,1,26.0,group,0m2w3d,1735.0,Camping,Water Sports,Hiking and Trekking,Spring,Car,Medium,Hostel,Adventure & Active
User 5465,"Singapore, Singapore",en_US,52,18-Jun,2018-06-15T02:51:48-04:00,4,1,9,28.0,solo,0m1w0d,2471.0,Whale and Dolphin Watching,Water Sports,Hiking and Trekking,Fall,Train,Medium,Guesthouse,Adventure & Active
User 5474,"Vienna, Austria",de,127,18-Aug,2018-08-30T06:42:57-04:00,5,1,7,27.0,solo,0m1w1d,2341.0,Camping,Hiking and Trekking,Whale and Dolphin Watching,Summer,Bike,Medium,Hostel,Adventure & Active
User 5475,"Bury St. Edmunds, United Kingdom",en_UK,30,18-Aug,2018-08-19T03:11:43-04:00,5,1,7,28.0,group,0m2w1d,1975.0,Whale and Dolphin Watching,Hiking and Trekking,Wildlife Safaris,Fall,Train,Medium,Camping,Adventure & Active
User 5480,"London, United Kingdom",en_gb,30,17-Oct,2018-07-29T02:46:12-04:00,4,0,1,30.0,group,0m1w4d,1587.0,Camping,Whale and Dolphin Watching,Water Sports,Summer,AC-Bus,Medium,Camping,Adventure & Active
User 5485,"Adelaide, Australia",en_AU,91,18-Feb,2018-02-20T16:28:08-05:00,5,0,1,25.0,group,0m1w4d,2490.0,Hiking and Trekking,Whale and Dolphin Watching,Wildlife Safaris,Summer,Van,Medium,Hostel,Adventure & Active
User 5490,"Teddington, United Kingdom",en_UK,12,17-Sep,2017-09-20T03:11:14-04:00,4,2,0,21.0,group,0m2w4d,1738.0,Hiking and Trekking,Whale and Dolphin Watching,Water Sports,Spring,Van,Medium,Camping,Adventure & Active
User 5492,"Amersfoort, The Netherlands",en_US,150,17-Aug,2017-09-03T05:03:23-04:00,5,1,10,18.0,solo,0m1w2d,1617.0,Camping,Wildlife Safaris,Hiking and Trekking,Spring,scooter,Medium,Hostel,Adventure & Active
User 5495,"Luxembourg City, Luxembourg",en_US,45,17-Aug,2017-08-11T07:23:17-04:00,5,1,2,22.0,group,0m1w3d,2279.0,Hiking and Trekking,Camping,Wildlife Safaris,Summer,Van,Medium,Camping,Adventure & Active
User 5501,"Houston, Texas",en_US,81,17-Apr,2017-04-30T17:09:53-04:00,5,2,7,21.0,group,0m1w4d,2225.0,Camping,Wildlife Safaris,Whale and Dolphin Watching,Summer,Car,Medium,Hostel,Adventure & Active
User 5507,"Gunnison, Colorado",en_US,106,17-Mar,2017-04-02T08:49:59-04:00,5,1,10,32.0,group,0m1w6d,2914.0,Hiking and Trekking,Whale and Dolphin Watching,Wildlife Safaris,Spring,Public-Bus,Medium,Camping,Adventure & Active
User 5515,"Ottawa, Canada",en_US,279,16-Dec,2017-01-06T18:38:29-05:00,5,2,5,28.0,solo,0m0w6d,1810.0,Hiking and Trekking,Wildlife Safaris,Whale and Dolphin Watching,Fall,Train,Medium,Hostel,Adventure & Active
User 5530,Tel Aviv,en_US,39,16-Aug,2016-08-22T02:16:32-04:00,5,0,10,30.0,group,0m2w5d,2387.0,Whale and Dolphin Watching,Wildlife Safaris,Hiking and Trekking,Spring,Van,Medium,Guesthouse,Adventure & Active
User 5539,"Wellington, United Kingdom",en_UK,15,17-Feb,2017-02-16T02:31:22-05:00,5,0,4,25.0,couples,0m1w0d,1824.0,Wildlife Safaris,Water Sports,Whale and Dolphin Watching,Fall,Bike,Medium,Camping,Adventure & Active
User 5542,"Huddersfield, United Kingdom",en_GB,7,19-Jan,2019-01-14T16:39:40-05:00,5,8,2,18.0,group,0m1w5d,1937.0,Whale and Dolphin Watching,Hiking and Trekking,Water Sports,Fall,Van,Medium,Guesthouse,Adventure & Active
User 5546,"Kessel-Lo, Belgium",en_UK,30,17-Jul,2017-07-25T19:20:58-04:00,5,3,3,23.0,solo,0m0w6d,2311.0,Water Sports,Camping,Hiking and Trekking,Spring,Car,Medium,Hostel,Adventure & Active
User 5562,"Albury, Australia",en_US,43,18-Mar,2018-03-17T08:44:56-04:00,5,0,8,32.0,group,0m2w6d,3057.0,Hiking and Trekking,Wildlife Safaris,Whale and Dolphin Watching,Winter,Van,Medium,Guesthouse,Adventure & Active
User 5567,"Barcelona, Spain",es,7,20-Jan,2020-02-02T05:52:12-05:00,5,1,8,29.0,group,0m2w5d,2367.0,Water Sports,Hiking and Trekking,Wildlife Safaris,Fall,AC-Bus,Medium,Hostel,Adventure & Active
User 5568,"Gothenburg, Sweden",en_US,9,20-Jan,2020-02-01T05:15:48-05:00,5,1,13,25.0,group,0m1w6d,1501.0,Whale and Dolphin Watching,Hiking and Trekking,Wildlife Safaris,Fall,Van,Medium,Guesthouse,Adventure & Active
User 5571,"Dubai, United Arab Emirates",en_UK,38,20-Jan,2020-01-02T20:35:25-05:00,4,2,10,18.0,group,0m2w3d,1539.0,Water Sports,Hiking and Trekking,Wildlife Safaris,Fall,Car,Medium,Camping,Adventure & Active
User 5577,"Odense, Denmark",en_US,1,21-Dec,2022-02-02T02:03:51-05:00,5,0,11,27.0,couples,0m2w0d,2127.0,Wildlife Safaris,Whale and Dolphin Watching,Hiking and Trekking,Fall,Van,Medium,Guesthouse,Adventure & Active
User 5579,"London, United Kingdom",en_UK,3,20-Jan,2020-03-25T11:28:32-04:00,5,0,3,32.0,solo,0m1w2d,2527.0,Whale and Dolphin Watching,Hiking and Trekking,Wildlife Safaris,Fall,Car,Medium,Camping,Adventure & Active
User 5583,"London, United Kingdom",en_UK,24,20-Jan,2020-01-25T23:34:14-05:00,5,0,1,22.0,solo,0m0w5d,1508.0,Hiking and Trekking,Camping,Whale and Dolphin Watching,Winter,Van,Medium,Hostel,Adventure & Active
User 5589,"Helsinki, Finland",fi,30,19-Jul,2019-07-04T23:43:21-04:00,2,0,3,30.0,solo,0m1w2d,1737.0,Water Sports,Whale and Dolphin Watching,Hiking and Trekking,Summer,scooter,Medium,Guesthouse,Adventure & Active
User 5598,Singapore,en_SG,229,19-Feb,2019-02-24T08:04:12-05:00,3,0,1,19.0,group,0m1w5d,1582.0,Water Sports,Whale and Dolphin Watching,Wildlife Safaris,Summer,AC-Bus,Medium,Camping,Adventure & Active
User 5601,"Dubai, United Arab Emirates",en_UK,51,19-Feb,2019-02-19T02:32:27-05:00,5,2,14,31.0,solo,0m0w6d,2464.0,Hiking and Trekking,Water Sports,Wildlife Safaris,Summer,Train,Medium,Hostel,Adventure & Active
User 5606,"Goulburn, Australia",en_AU,35,19-Oct,2019-10-23T04:36:53-04:00,3,0,10,20.0,solo,0m1w0d,1705.0,Camping,Wildlife Safaris,Hiking and Trekking,Fall,scooter,Medium,Camping,Adventure & Active
User 5608,"Bengaluru, India",en_IN,92,19-Oct,2019-10-10T21:25:27-04:00,4,2,4,28.0,group,0m1w5d,2234.0,Camping,Wildlife Safaris,Water Sports,Fall,Van,Medium,Camping,Adventure & Active
User 5613,"Peregian Springs, Australia",en_AU,18,19-Aug,2019-08-18T09:16:41-04:00,5,3,7,28.0,group,0m2w2d,2339.0,Wildlife Safaris,Camping,Water Sports,Fall,Van,Medium,Hostel,Adventure & Active
User 5615,"Royal Tunbridge Wells, United Kingdom",en_UK,149,19-Jan,2019-01-09T02:25:49-05:00,5,1,8,19.0,group,0m2w4d,1543.0,Water Sports,Whale and Dolphin Watching,Camping,Summer,Public-Bus,Medium,Guesthouse,Adventure & Active
User 5617,"Rome, Italy",it,24,19-Jan,2019-01-05T06:58:53-05:00,5,2,13,31.0,group,0m2w0d,2352.0,Hiking and Trekking,Water Sports,Wildlife Safaris,Summer,Train,Medium,Camping,Adventure & Active
User 5622,"Guernsey, Channel Islands",en_US,634,18-Dec,2018-12-24T02:07:03-05:00,4,1,10,20.0,solo,0m1w2d,1873.0,Camping,Water Sports,Wildlife Safaris,Summer,Car,Medium,Hostel,Adventure & Active
User 5626,"County Meath, Ireland",en_IE,31,18-Nov,2018-11-21T16:24:22-05:00,4,1,6,21.0,group,0m1w3d,2251.0,Wildlife Safaris,Whale and Dolphin Watching,Camping,Summer,Van,Medium,Camping,Adventure & Active
User 5632,"Denmark, Maine",en_US,3,18-Jul,2018-09-17T01:25:14-04:00,5,0,6,21.0,group,0m2w3d,1631.0,Whale and Dolphin Watching,Water Sports,Hiking and Trekking,Fall,Van,Medium,Hostel,Adventure & Active
User 5637,"Sydney, Australia",en_US,28,18-Sep,2018-09-07T04:42:20-04:00,3,0,1,26.0,group,0m1w4d,2282.0,Camping,Wildlife Safaris,Hiking and Trekking,Summer,Van,Medium,Camping,Adventure & Active
User 5638,"Moscow, Russia",ru,11,18-Sep,2018-09-06T08:44:16-04:00,5,1,3,24.0,group,0m2w5d,2348.0,Hiking and Trekking,Camping,Water Sports,Fall,Train,Medium,Hostel,Adventure & Active
User 5640,"London, United Kingdom",en_UK,24,18-Sep,2018-09-03T01:09:09-04:00,5,0,7,19.0,group,0m1w5d,2457.0,Camping,Whale and Dolphin Watching,Water Sports,Summer,Van,Medium,Hostel,Adventure & Active
User 5642,"Hexham, United Kingdom",en_US,329,18-Mar,2018-08-24T09:11:19-04:00,4,1,0,18.0,group,0m1w5d,2026.0,Whale and Dolphin Watching,Hiking and Trekking,Water Sports,Fall,Van,Medium,Hostel,Adventure & Active
User 5654,French Riviera,en_US,237,18-Jul,2018-07-17T23:41:02-04:00,4,2,4,18.0,solo,0m1w2d,2075.0,Whale and Dolphin Watching,Camping,Water Sports,Summer,Van,Medium,Camping,Adventure & Active
User 5655,"Oakland, California",en_US,110,18-Jul,2018-07-17T07:53:57-04:00,5,1,2,19.0,solo,0m1w2d,2259.0,Hiking and Trekking,Whale and Dolphin Watching,Camping,Summer,Car,Medium,Guesthouse,Adventure & Active
User 5673,"London, United Kingdom",en_US,15,18-Apr,2018-04-15T17:20:08-04:00,5,0,9,21.0,group,0m2w1d,1701.0,Water Sports,Hiking and Trekking,Wildlife Safaris,Summer,Van,Medium,Camping,Adventure & Active
User 5674,"Hockley, United Kingdom",en_UK,47,18-Apr,2018-04-14T03:03:29-04:00,5,0,10,27.0,group,0m2w5d,1504.0,Hiking and Trekking,Water Sports,Whale and Dolphin Watching,Winter,Car,Medium,Camping,Adventure & Active
User 5675,"Portsmouth, United Kingdom",en_GB,9,18-Apr,2018-04-12T05:20:36-04:00,5,1,5,27.0,couples,0m2w0d,1647.0,Hiking and Trekking,Wildlife Safaris,Camping,Fall,PickMe,Medium,Hostel,Adventure & Active
User 5680,"Melbourne, Australia",en_AU,24,18-Mar,2018-03-27T22:50:46-04:00,4,3,9,29.0,group,0m1w3d,1733.0,Whale and Dolphin Watching,Hiking and Trekking,Wildlife Safaris,Summer,Car,Medium,Camping,Adventure & Active
User 5683,"Podgorica, Montenegro",en_US,59,18-Feb,2018-03-22T09:14:07-04:00,5,0,6,21.0,group,0m1w3d,1619.0,Wildlife Safaris,Camping,Whale and Dolphin Watching,Summer,Public-Bus,Medium,Hostel,Adventure & Active
User 5684,"Newnham, United Kingdom",en_UK,235,18-Mar,2018-03-22T08:11:05-04:00,5,3,0,23.0,group,0m1w4d,1793.0,Camping,Wildlife Safaris,Water Sports,Summer,AC-Bus,Medium,Camping,Adventure & Active
User 5691,"Sydney, Australia",en_US,9,19-Dec,2019-12-14T23:01:32-05:00,4,0,8,21.0,group,0m2w3d,2308.0,Wildlife Safaris,Hiking and Trekking,Whale and Dolphin Watching,Summer,AC-Bus,Medium,Hostel,Adventure & Active
User 5695,"Berkeley, California, United States",en_US,22,19-Nov,2019-11-29T01:19:53-05:00,5,0,9,18.0,group,0m2w4d,1682.0,Hiking and Trekking,Camping,Water Sports,Summer,Van,Medium,Camping,Adventure & Active
User 5710,"Guildford, United Kingdom",en_US,48,18-Jun,2018-06-23T10:26:01-04:00,5,1,3,22.0,group,0m2w0d,1848.0,Hiking and Trekking,Wildlife Safaris,Whale and Dolphin Watching,Fall,Car,Medium,Camping,Adventure & Active
User 5721,"London, United Kingdom",en_UK,61,18-Apr,2018-05-24T01:52:44-04:00,3,1,15,19.0,group,0m2w0d,1536.0,Wildlife Safaris,Water Sports,Hiking and Trekking,Fall,Public-Bus,Medium,Camping,Adventure & Active
User 5729,"Singapore, Singapore",en_US,174,18-Sep,2018-09-22T08:22:04-04:00,4,0,0,19.0,group,0m1w4d,1511.0,Hiking and Trekking,Whale and Dolphin Watching,Water Sports,Summer,Public-Bus,Medium,Camping,Adventure & Active
User 5730,"Manchester, United Kingdom",en_UK,46,18-Jul,2018-08-10T06:21:58-04:00,5,3,10,22.0,group,0m2w0d,1875.0,Water Sports,Whale and Dolphin Watching,Wildlife Safaris,Fall,Car,Medium,Hostel,Adventure & Active
User 5737,"London, United Kingdom",en_UK,46,17-Sep,2017-12-04T21:53:32-05:00,5,2,2,32.0,group,0m2w6d,2031.0,Whale and Dolphin Watching,Wildlife Safaris,Camping,Fall,Van,Medium,Hostel,Adventure & Active
User 5740,"Leeds, United Kingdom",en_UK,19,19-Apr,2019-04-20T03:38:55-04:00,5,1,10,32.0,solo,0m1w3d,2668.0,Water Sports,Hiking and Trekking,Camping,Summer,Bike,Medium,Camping,Adventure & Active
User 5746,"London, United Kingdom",en_UK,62,17-Aug,2017-09-16T21:05:49-04:00,5,0,4,22.0,group,0m2w3d,2035.0,Camping,Whale and Dolphin Watching,Hiking and Trekking,Summer,Car,Medium,Guesthouse,Adventure & Active
User 5750,"York, United Kingdom",en_UK,24,17-Aug,2017-08-14T00:21:10-04:00,3,2,0,30.0,group,0m2w0d,1688.0,Whale and Dolphin Watching,Camping,Hiking and Trekking,Winter,Van,Medium,Camping,Adventure & Active
User 5760,"Southampton, United Kingdom",en_UK,74,16-May,2016-06-02T05:07:57-04:00,3,0,14,23.0,group,0m1w4d,1993.0,Wildlife Safaris,Water Sports,Whale and Dolphin Watching,Summer,AC-Bus,Medium,Camping,Adventure & Active
User 5761,"Calangute, India",en_US,45,16-Apr,2016-04-24T22:33:46-04:00,5,1,7,24.0,solo,0m1w2d,1742.0,Camping,Whale and Dolphin Watching,Wildlife Safaris,Summer,Van,Medium,Camping,Adventure & Active
User 5767,"Hanoi, Vietnam",en_US,366,16-Feb,2016-02-22T23:10:34-05:00,5,2,14,25.0,solo,0m1w3d,1574.0,Camping,Whale and Dolphin Watching,Wildlife Safaris,Fall,Car,Medium,Camping,Adventure & Active
User 5771,"Riberac, France",en_US,125,16-Jan,2016-02-06T08:20:02-05:00,5,0,10,32.0,solo,0m1w3d,2300.0,Whale and Dolphin Watching,Water Sports,Wildlife Safaris,Fall,scooter,Medium,Camping,Adventure & Active
User 5774,"Paris, France",fr,2,15-Mar,2015-03-30T11:50:37-04:00,5,1,2,24.0,group,0m1w5d,1539.0,Water Sports,Wildlife Safaris,Camping,Fall,Car,Medium,Hostel,Adventure & Active
User 5776,"Doncaster, United Kingdom",en_UK,468,15-Jan,2015-02-22T02:53:00-05:00,5,2,14,21.0,group,0m1w5d,1977.0,Camping,Wildlife Safaris,Water Sports,Summer,Public-Bus,Medium,Guesthouse,Adventure & Active
User 5777,"cape town, south africa",en_US,106,15-Jan,2015-02-18T02:08:29-05:00,5,3,4,31.0,group,0m2w6d,2163.0,Camping,Water Sports,Whale and Dolphin Watching,Summer,Car,Medium,Guesthouse,Adventure & Active
User 5779,belgium,en_US,20,14-Nov,2014-12-14T21:36:43-05:00,4,1,4,25.0,solo,0m1w2d,2448.0,Whale and Dolphin Watching,Wildlife Safaris,Hiking and Trekking,Summer,Train,Medium,Camping,Adventure & Active
User 5783,"Mumbai, India",en_US,121,14-Mar,2014-09-27T20:20:23-04:00,5,0,15,25.0,solo,0m1w3d,1918.0,Water Sports,Wildlife Safaris,Camping,Fall,Van,Medium,Guesthouse,Adventure & Active
User 5798,"Bengaluru, India",en_US,3,17-Feb,2017-02-05T19:57:32-05:00,5,1,12,27.0,group,0m1w6d,2224.0,Wildlife Safaris,Camping,Hiking and Trekking,Fall,Van,Medium,Guesthouse,Adventure & Active
User 5800,"Singapore, Singapore",en_UK,57,17-Jan,2017-01-29T17:49:11-05:00,4,0,1,27.0,group,0m2w5d,1892.0,Water Sports,Camping,Whale and Dolphin Watching,Summer,Train,Medium,Hostel,Adventure & Active
User 5806,"Cape Town, South Africa",en_US,44,15-Jan,2015-10-28T08:16:51-04:00,4,0,4,25.0,group,0m1w4d,1800.0,Wildlife Safaris,Whale and Dolphin Watching,Hiking and Trekking,Fall,Public-Bus,Medium,Hostel,Adventure & Active
User 5812,"Copenhagen, Denmark",da,164,15-Jul,2015-07-30T02:59:31-04:00,5,0,11,26.0,group,0m2w2d,2297.0,Wildlife Safaris,Camping,Whale and Dolphin Watching,Summer,Van,Medium,Guesthouse,Adventure & Active
User 5816,"Ljubljana, Slovenia",en_US,56,15-Apr,2015-05-19T22:05:51-04:00,3,2,13,28.0,group,0m2w6d,1666.0,Hiking and Trekking,Wildlife Safaris,Water Sports,Fall,AC-Bus,Medium,Camping,Adventure & Active
User 5817,"Tampa, Florida",en_US,24,19-Nov,2019-11-12T03:43:37-05:00,5,1,8,31.0,group,0m1w6d,2052.0,Wildlife Safaris,Hiking and Trekking,Camping,Fall,Car,Medium,Hostel,Adventure & Active
User 5832,"Somerset, United Kingdom",en_US,135,12-Feb,2012-02-12T21:03:37-05:00,4,0,5,28.0,solo,0m1w1d,2257.0,Camping,Wildlife Safaris,Hiking and Trekking,Summer,Train,Medium,Hostel,Adventure & Active
User 5838,"Mumbai, India",en_US,141,21-Dec,2021-12-22T19:51:27-05:00,5,0,3,29.0,group,0m2w1d,2120.0,Wildlife Safaris,Water Sports,Hiking and Trekking,Fall,Van,Medium,Guesthouse,Adventure & Active
User 5844,"Birmingham, United Kingdom",en_UK,55,23-Apr,2023-04-18T23:10:34-04:00,5,0,0,31.0,group,0m2w5d,2668.0,Hiking and Trekking,Whale and Dolphin Watching,Camping,Summer,Van,Medium,Guesthouse,Adventure & Active
User 5845,"Mumbai, India",en_US,20,23-Apr,2023-04-18T02:27:26-04:00,4,0,6,18.0,solo,0m1w0d,1935.0,Wildlife Safaris,Whale and Dolphin Watching,Water Sports,Summer,Van,Medium,Camping,Adventure & Active
User 5848,"Emirate of Dubai, United Arab Emirates",en_UK,11,23-Mar,2023-03-17T08:24:33-04:00,5,1,15,23.0,group,0m1w6d,2393.0,Camping,Wildlife Safaris,Whale and Dolphin Watching,Summer,AC-Bus,Medium,Camping,Adventure & Active
User 5850,New Jersey,en_US,30,23-Feb,2023-03-03T10:11:37-05:00,2,0,10,28.0,solo,0m1w2d,1930.0,Hiking and Trekking,Camping,Whale and Dolphin Watching,Summer,Car,Medium,Camping,Adventure & Active
User 5854,wirral,en_UK,28,23-Jan,2023-02-18T11:00:10-05:00,5,0,3,28.0,group,0m1w6d,2463.0,Wildlife Safaris,Water Sports,Hiking and Trekking,Fall,AC-Bus,Medium,Camping,Adventure & Active
User 5863,"Durham, United Kingdom",en_US,50,20-Mar,2020-03-28T10:10:42-04:00,5,0,8,30.0,couples,0m1w2d,1772.0,Whale and Dolphin Watching,Hiking and Trekking,Water Sports,Summer,Car,Medium,Camping,Adventure & Active
User 5868,"Perth, Australia",en_gb,88,20-Feb,2020-02-21T14:29:46-05:00,4,3,3,19.0,couples,0m1w2d,1584.0,Hiking and Trekking,Wildlife Safaris,Water Sports,Summer,Van,Medium,Hostel,Adventure & Active
User 5886,"London, United Kingdom",en_UK,169,20-Feb,2020-02-28T21:53:27-05:00,5,8,9,32.0,group,0m2w1d,2357.0,Wildlife Safaris,Hiking and Trekking,Camping,Summer,Car,Medium,Guesthouse,Adventure & Active
User 5894,"Penzance, United Kingdom",en_US,70,22-Oct,2022-11-14T06:41:36-05:00,4,0,10,30.0,solo,0m1w3d,1762.0,Water Sports,Whale and Dolphin Watching,Hiking and Trekking,Summer,Car,Medium,Hostel,Adventure & Active
User 5895,"Brisbane, Australia",en_US,27,22-Aug,2022-10-02T22:43:53-04:00,5,1,9,22.0,group,0m2w4d,2226.0,Whale and Dolphin Watching,Hiking and Trekking,Water Sports,Summer,AC-Bus,Medium,Camping,Adventure & Active
User 5897,"Maastricht, The Netherlands",en_UK,4,22-Jun,2022-06-24T08:05:09-04:00,5,0,8,31.0,group,0m1w3d,2670.0,Whale and Dolphin Watching,Hiking and Trekking,Wildlife Safaris,Summer,Public-Bus,Medium,Camping,Adventure & Active
User 5904,"Derbyshire, United Kingdom",en_US,25,20-Feb,2020-02-01T06:22:29-05:00,5,0,10,29.0,couples,0m2w0d,2374.0,Hiking and Trekking,Water Sports,Whale and Dolphin Watching,Fall,Van,Medium,Hostel,Adventure & Active
User 5907,"Oshawa, Canada",en_US,9,20-Jan,2020-01-30T06:02:03-05:00,5,0,7,27.0,group,0m2w5d,1826.0,Hiking and Trekking,Whale and Dolphin Watching,Water Sports,Fall,AC-Bus,Medium,Hostel,Adventure & Active
User 5909,"Brussels, Belgium",fr,348,20-Jan,2020-01-27T02:12:07-05:00,5,0,10,21.0,solo,0m0w5d,1933.0,Camping,Water Sports,Wildlife Safaris,Summer,Bike,Medium,Guesthouse,Adventure & Active
User 5937,"Zagreb, Croatia",en_US,15,19-Jan,2019-11-25T08:59:10-05:00,5,1,7,18.0,group,0m1w4d,2018.0,Wildlife Safaris,Camping,Whale and Dolphin Watching,Summer,Van,Medium,Hostel,Adventure & Active
User 5942,"6th of October City, Egypt",en_US,3,19-Oct,2019-10-21T03:48:24-04:00,5,1,6,23.0,group,0m1w3d,2148.0,Water Sports,Camping,Wildlife Safaris,Summer,Car,Medium,Guesthouse,Adventure & Active
User 5949,"Chennai (Madras), India",en_IN,30,19-Sep,2019-10-11T04:32:37-04:00,5,0,7,20.0,group,0m2w5d,2316.0,Wildlife Safaris,Hiking and Trekking,Whale and Dolphin Watching,Summer,Train,Medium,Camping,Adventure & Active
User 5954,"Melbourne, Australia",en_AU,21,19-Sep,2019-10-04T03:16:53-04:00,4,0,10,18.0,solo,0m1w0d,1591.0,Camping,Water Sports,Hiking and Trekking,Fall,Van,Medium,Hostel,Adventure & Active
User 5955,"London, United Kingdom",en_UK,7,22-Apr,2022-04-28T00:24:51-04:00,5,0,0,28.0,solo,0m1w0d,2307.0,Wildlife Safaris,Whale and Dolphin Watching,Camping,Fall,scooter,Medium,Camping,Adventure & Active
User 5956,"Porto, Portugal",pt_PT,4,22-Apr,2022-04-13T20:33:37-04:00,5,0,15,26.0,solo,0m0w6d,2431.0,Water Sports,Hiking and Trekking,Camping,Fall,scooter,Medium,Guesthouse,Adventure & Active
User 5958,"Tehran, Iran",en_US,17,22-Mar,2022-04-06T07:22:19-04:00,3,0,5,29.0,solo,0m0w6d,2454.0,Hiking and Trekking,Water Sports,Whale and Dolphin Watching,Summer,Train,Medium,Camping,Adventure & Active
User 5962,Malaysia,en_US,136,21-Apr,2021-04-15T18:25:56-04:00,4,1,5,32.0,group,0m2w1d,2409.0,Camping,Whale and Dolphin Watching,Water Sports,Summer,Van,Medium,Camping,Adventure & Active
User 5970,"Bristol, United Kingdom",en_US,75,20-Feb,2020-02-06T02:15:21-05:00,5,2,6,19.0,group,0m2w2d,2021.0,Wildlife Safaris,Hiking and Trekking,Camping,Summer,Public-Bus,Medium,Guesthouse,Adventure & Active
User 5971,"Perth, Australia",en_US,4,19-Mar,2020-02-06T01:03:44-05:00,5,0,9,31.0,group,0m2w1d,2324.0,Camping,Water Sports,Wildlife Safaris,Spring,Public-Bus,Medium,Camping,Adventure & Active
User 5974,"Mumbai, India",en_IN,26,19-Dec,2020-01-18T16:17:13-05:00,5,0,10,29.0,group,0m2w1d,2498.0,Hiking and Trekking,Whale and Dolphin Watching,Wildlife Safaris,Fall,Train,Medium,Hostel,Adventure & Active
User 5983,"Navi Mumbai, India",en_US,52,19-Jan,2019-11-17T01:28:04-05:00,5,0,4,28.0,group,0m2w4d,1571.0,Camping,Hiking and Trekking,Whale and Dolphin Watching,Summer,Van,Medium,Hostel,Adventure & Active
